"canopy_height_m"	"ldmc_geo_mgg"	"leaf_mass_mg"	"leaf_size_mm2"	"seed_mass_mg"
0.1763	0.6822	-1.2689	-1.7294	0.9514
-0.4998	-0.7747	0.389	0.3745	-0.6739
-0.4512	-0.532	-0.1482	0.1941	-0.778
-0.0926	-0.6263	-0.8328	-0.8572	0.3411
-0.0035	-0.0824	-0.8307	0.5017	0.3667
3.3824	-0.0619	2.1139	2.035	0.3191
0.401	1.1689	0.8334	0.8936	0.4997
0.0875	0.6752	-0.4998	0.5644	0.7185
0.8815	0.5502	0.3202	0.4939	0.2131
-0.3112	0.7205	-1.2283	0.6412	1.4454
-0.6153	-1.6213	0.9842	1.0115	-3.2866
0.051	0.5962	1.4388	-0.3105	-1.11
-0.3024	-0.2456	0.2975	0.2992	-0.2731
-1.3413	-0.934	-0.7901	-0.1512	-0.5692
-0.884	-0.5627	0.8035	-1.0006	-0.7794
0.1911	0.7147	0.8681	0.8633	0.1159
-0.0619	0.6732	1.6167	0.904	-1.0454
0.5588	-0.1116	0.9963	1.2705	-0.4648
-0.2119	0.0018	-0.2754	0.349	-0.7542
-0.4677	-0.6015	0.0525	0.0343	-0.4376
-0.615	-0.1372	-0.0474	0.9553	-1.3013
3.0169	0.4597	0.4485	1.4495	1.32
0.4039	-0.5251	1.1663	1.4586	-0.9612
0.0811	-1.1128	1.5766	0.6888	-0.5053
-0.4942	0.215	2.6632	0.8545	-0.6817
-0.2897	0.5805	-1.2887	0.0165	-0.4956
0.3632	0.9929	0.5511	0.7495	0.0905
-1.1361	0.9141	0.59	0.6724	-0.4094
-1.6164	1.0387	-0.6916	-0.5184	-0.2447
-0.5253	2.0369	1.1019	1.0634	-0.9388
0.4608	-0.078	0.34	0.4822	0.055
4.1549	1.2508	2.8326	-1.3853	0.9856
-0.8105	-0.757	-0.7342	-0.8424	-0.8525
-0.8093	-0.2714	0.3399	-0.4734	0.2356
0.7368	-1.4349	1.63	0.6402	-0.6155
1.327	-0.6314	0.9869	0.9079	-0.5407
-1.4116	0.6809	-1.2759	-1.0662	0.3864
-1.177	0.3811	-2.0198	-0.5786	-0.4209
-0.0368	1.0969	1.3986	-0.8922	-0.7398
0.8344	-2.4891	-0.7373	-0.334	-0.799
0.6763	-2.2012	-1.4231	-1.5092	-0.8801
-0.2401	1.3393	-0.0562	0.023	0.3434
-1.8471	0.4557	-1.4525	-1.041	0.2788
0.1361	1.6478	0.1133	0.3969	2.1782
-0.2404	-0.2655	0.383	0.4784	-0.3664
0.0721	-0.5888	-1.9984	0.0442	2.0119
-0.8558	0.2972	-0.5857	-0.5182	0.2943
0.1999	1.3082	0.8793	0.6157	-0.0936
3.6275	-1.5485	0.7183	0.536	-1.0818
-0.7961	-1.3874	-1.7672	-1.908	0.3712
-0.6431	1.2849	-0.9926	-0.9958	0.5226
-0.5165	0.6909	0.1362	1.9848	-1.9216
-0.9875	0.3866	0.8848	0.8258	-0.6496
-1.1257	1.1559	0.8598	1.0305	0.0696
-1.0643	0.3767	-0.4918	-0.3401	-0.0149
1.4273	1.1603	-0.0873	-0.1176	2.1552
-0.4851	-0.6836	-0.0174	0.1329	-1.1493
-2.1518	-3.3073	-2.9549	-3.0408	-2.1166
-0.3736	0.1596	-0.4801	-0.2145	0.0989
-0.2214	0.7013	-0.336	-0.2504	1.2271
-0.7425	0.0408	0.1363	-0.4566	0.5152
-0.5579	-0.165	-0.1195	-0.3027	-0.3814
1.2227	-0.4875	0.8855	0.984	0.1426
-0.4572	0.1489	0.7292	0.0498	0.2727
-0.4351	-0.064	0.7823	-0.1227	0.3986
-0.7822	-1.0364	-0.7984	-0.124	0.1667
0.6577	-1.0709	-0.0327	0.3067	-0.9605
-0.1693	-0.3104	0.9841	-0.8489	1.5691
0.2524	-0.8617	-0.2057	0.1783	-0.6002
0.1322	-0.965	-0.4974	0.0059	-0.2682
0.0277	-0.4583	0.1692	0.0982	-0.1774
0.534	-0.427	0.176	0.0978	-0.5724
-0.4029	1.5555	-0.4794	-0.6265	0.8041
0.4486	-1.3565	1.0379	1.6681	-1.35
-0.3021	-1.4409	-0.0232	1.6996	-2.2422
-0.6673	1.8561	-0.7352	-0.5342	1.4085
-0.0087	0.5325	-0.2666	-0.5652	0.0906
0.1948	1.5348	1.3117	1.2792	0.6444
0.2448	0.3239	0.5722	0.4404	-0.0143
-0.8827	-0.915	-0.7531	-0.7989	-0.4752
0.5775	-0.088	0.2563	0.8141	-0.0403
0.4634	-1.4821	0.8953	0.6784	-0.8355
0.4414	0.4047	0.8517	0.9679	-0.6772
2.4395	-0.6331	1.8336	2.0482	0.0894
0.6567	0.786	0.9809	0.8795	0.0416
-2.1242	0.6615	2.2501	-2.8317	-2.087
-1.023	-2.7294	-2.3427	-2.1503	-0.9533
2.2222	-1.4554	1.0653	1.0608	0.223
3.3906	1.2549	0.2394	2.0115	-1.0004
1.8164	2.2629	3.2642	-0.1711	-1.2762
0.2498	-1.9712	-0.7361	-1.4395	0.0118
0.1874	-1.5423	-1.5521	1.3585	0.7446
0.1681	0.6677	0.1233	-1.5147	1.8462
0.7389	3.2676	1.6129	1.622	1.9921
-0.6413	-0.2255	-0.7801	-0.8323	0.2651
-0.3242	0.1662	0.2942	0.4885	-0.3132
0.1624	0.197	-0.4059	0.45	0.2162
0.1406	-3.7546	-1.5496	-1.7012	-2.0365
1.076	-0.2042	0.9031	0.3282	0.333
-0.4766	-0.9579	-0.1502	2.8679	-3.3602
-0.2352	1.8905	0.595	0.6748	-0.1966
-0.8879	-1.4728	1.5617	0.5078	-1.566
-1.3614	-0.8169	-0.4425	-2.4278	0.1583
-1.1767	3.1442	2.6297	1.5308	0.1548
-0.2413	-0.3064	0.6203	-0.5206	-0.681
