"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"1791",231,"Saxifraga oppositifolia","","Saxifraga",2,"Saxifraga oppositifolia","L.","Saxifraga",2,"kew-2583045",1,FALSE,0.8,0,NA,NA,NA,NA,"Saxifragaceae",NA,"Saxifraga oppositifolia",NA
"994",232,"Heliotropium europaeum","","Heliotropium",2,"Heliotropium europaeum","L.","Heliotropium",2,"kew-2844004",1,FALSE,0.8,0,NA,NA,NA,NA,"Boraginaceae",NA,"Heliotropium europaeum",NA
"597",233,"Crataegus laevigata","","Crataegus",2,"Crataegus laevigata","(Poir.) DC.","Crataegus",2,"rjp-477",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Crataegus laevigata",NA
"2072",234,"Verbascum sinuatum","","Verbascum",2,"Verbascum sinuatum","L.","Verbascum",2,"kew-2453104",1,FALSE,0.8,0,NA,NA,NA,NA,"Scrophulariaceae",NA,"Verbascum sinuatum",NA
"1339",235,"Nerium oleander","","Nerium",2,"Nerium oleander","L.","Nerium",2,"kew-135196",1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Nerium oleander",NA
"2006",236,"Trifolium fragiferum","","Trifolium",2,"Trifolium fragiferum","L.","Trifolium",2,"ild-8079",1,FALSE,0.8,0,NA,NA,NA,NA,"Leguminosae",NA,"Trifolium fragiferum",NA
"523",237,"Chamaerops humilis","","Chamaerops",2,"Chamaerops humilis","L.","Chamaerops",2,"kew-37792",1,FALSE,0.8,0,NA,NA,NA,NA,"Arecaceae",NA,"Chamaerops humilis",NA
"307",238,"Bromus hordeaceus","","Bromus",2,"Bromus hordeaceus","L.","Bromus",2,"kew-401143",1,FALSE,0.8,0,NA,NA,NA,NA,"Poaceae",NA,"Bromus hordeaceus",NA
"1779",239,"Salvia sclarea","","Salvia",2,"Salvia sclarea","L.","Salvia",2,"kew-183819",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Salvia sclarea",NA
"925",240,"Galium verum","","Galium",2,"Galium verum","L.","Galium",2,"kew-87863",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galium verum",NA
"98",241,"Althaea cannabina","","Althaea",2,"Althaea cannabina","L.","Althaea",2,"kew-2631515",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Althaea cannabina",NA
"650",242,"Cyperus eragrostis","","Cyperus",2,"Cyperus eragrostis","Lam.","Cyperus",2,"kew-236500",1,FALSE,0.8,0,NA,NA,NA,NA,"Cyperaceae",NA,"Cyperus eragrostis",NA
"1360",243,"Olea europaea","","Olea",2,"Olea europaea","L.","Olea",2,"kew-355112",1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Olea europaea",NA
"1714",244,"Rubia peregrina","","Rubia",2,"Rubia peregrina","L.","Rubia",2,"kew-180363",1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Rubia peregrina",NA
"839",245,"Fagus sylvatica","","Fagus",2,"Fagus sylvatica","L.","Fagus",2,"kew-83891",1,FALSE,0.8,0,NA,NA,NA,NA,"Fagaceae",NA,"Fagus sylvatica",NA
"1615",246,"Prunus spinosa","","Prunus",2,"Prunus spinosa","L.","Prunus",2,"rjp-43",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Prunus spinosa","Multiple results"
"115",247,"Amaranthus retroflexus","","Amaranthus",2,"Amaranthus retroflexus","L.","Amaranthus",2,"kew-2633061",1,FALSE,0.8,0,NA,NA,NA,NA,"Amaranthaceae",NA,"Amaranthus retroflexus",NA
"1175",248,"Ligustrum sinense","","Ligustrum",2,"Ligustrum sinense","Lour.","Ligustrum",2,"kew-353849",1,FALSE,0.8,0,NA,NA,NA,NA,"Oleaceae",NA,"Ligustrum sinense",NA
"1055",249,"Ilex aquifolium","","Ilex",2,"Ilex aquifolium","L.","Ilex",2,"kew-2860379",1,FALSE,0.8,0,NA,NA,NA,NA,"Aquifoliaceae",NA,"Ilex aquifolium",NA
"816",250,"Euphorbia cyparissias","","Euphorbia",2,"Euphorbia cyparissias","L.","Euphorbia",2,"kew-79231",1,FALSE,0.8,0,NA,NA,NA,NA,"Euphorbiaceae",NA,"Euphorbia cyparissias",NA
"1282",251,"Melissa officinalis","","Melissa",2,"Melissa officinalis","L.","Melissa",2,"kew-124103",1,FALSE,0.8,0,NA,NA,NA,NA,"Lamiaceae",NA,"Melissa officinalis",NA
"581",252,"Corylus avellana","","Corylus",2,"Corylus avellana","L.","Corylus",2,"kew-47841",1,FALSE,0.8,0,NA,NA,NA,NA,"Betulaceae",NA,"Corylus avellana",NA
"27",253,"Agave americana","","Agave",2,"Agave americana","L.","Agave",2,"kew-293578",1,FALSE,0.8,0,NA,NA,NA,NA,"Asparagaceae",NA,"Agave americana",NA
"1626",254,"Punica granatum","","Punica",2,"Punica granatum","L.","Punica",2,"kew-2536844",1,FALSE,0.8,0,NA,NA,NA,NA,"Lythraceae",NA,"Punica granatum",NA
"1193",255,"Lobularia maritima","","Lobularia",2,"Lobularia maritima","(L.) Desv.","Lobularia",2,"kew-2338457",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Lobularia maritima",NA
"637",256,"Cucurbita moschata","","Cucurbita",2,"Cucurbita moschata","Duchesne","Cucurbita",2,"kew-2747174",1,FALSE,0.8,0,NA,NA,NA,NA,"Cucurbitaceae",NA,"Cucurbita moschata",NA
"294",257,"Brassica napus","","Brassica",2,"Brassica napus","L.","Brassica",2,"kew-2682380",1,FALSE,0.8,0,NA,NA,NA,NA,"Brassicaceae",NA,"Brassica napus",NA
"1690",258,"Rosa agrestis","","Rosa",2,"Rosa agrestis","Sw. ex Spreng.","Rosa",2,"rjp-52883",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Rosa agrestis","Multiple results"
"1673",259,"Rhamnus alaternus","","Rhamnus",2,"Rhamnus alaternus","L.","Rhamnus",2,"kew-2525844",1,FALSE,0.8,0,NA,NA,NA,NA,"Rhamnaceae",NA,"Rhamnus alaternus",NA
"753",260,"Epilobium hirsutum","","Epilobium",2,"Epilobium hirsutum","L.","Epilobium",2,"kew-2790521",1,FALSE,0.8,0,NA,NA,NA,NA,"Onagraceae",NA,"Epilobium hirsutum",NA
"1609",261,"Prunus laurocerasus","","Prunus",2,"Prunus laurocerasus","L.","Prunus",2,"rjp-714",1,FALSE,0.8,0,NA,NA,NA,NA,"Rosaceae",NA,"Prunus laurocerasus",NA
"1",262,"Abutilon theophrasti","","Abutilon",2,"Abutilon theophrasti","Medik.","Abutilon",2,"kew-2611008",1,FALSE,0.8,0,NA,NA,NA,NA,"Malvaceae",NA,"Abutilon theophrasti",NA
