"","sbs_name","canopy_height_m","ldmc_geo_mgg","leaf_mass_mg","leaf_size_mm2","seed_mass_mg","seed_number"
"727","Rhinanthus alectorolophus",0.45,NA,NA,NA,3.64,NA
"728","Rhus typhina",4.5,NA,NA,NA,9.2,NA
"729","Rhynchospora alba",0.25,334.91,16.09,288,0.44684,NA
"730","Rorippa amphibia",0.625,110,320.3,12853,1.873,NA
"731","Rorippa sylvestris",0.283333333333333,106.5,39.464452345,1154.33333333333,0.0939222222222222,NA
"732","Rosa agrestis",1.33333333333333,376.105,32.785,337.65,18.7504,NA
"733","Rosa canina",1.66666666666667,NA,NA,NA,281.044625,NA
"734","Rosa corymbifera",1.75,NA,NA,NA,NA,NA
"735","Rosa micrantha",1.5275,387,NA,NA,141.81810239,NA
"736","Rosmarinus officinalis",NA,NA,NA,NA,1.15,NA
"737","Rubia peregrina",0.381333333333333,226.946666666667,26.85598549,303,19.9590666666667,NA
"738","Rubus caesius",0.475,386.666666666667,553.580980866667,9655.33333333333,3.7628451,NA
"739","Rubus fruticosus",NA,262.666666666667,NA,2061.8,NA,NA
"740","Rubus ulmifolius",1.25,NA,NA,NA,2.5804,NA
"741","Rumex acetosa",0.505,102.11,128.532104972,2014.9275,0.944641666666667,NA
"742","Rumex acetosella",0.15,113.932,9.713070759,204.666666666667,0.36007,NA
"743","Rumex conglomeratus",0.725,179,190.2946116,4190,0.899563157894737,NA
"744","Rumex crispus",0.641666666666667,105,239.6959134,6290,2.32424285714286,NA
"745","Rumex maritimus",0.625,135.845,215.54662385,5718,0.2308625,NA
"746","Rumex obtusifolius",0.508333333333333,145.763333333333,1449.891121,43260.25,1.155,NA
"747","Rumex patientia",1.05,NA,NA,NA,1.9,NA
"748","Rumex pulcher",0.25,NA,NA,NA,2.26999279266667,NA
"749","Rumex sanguineus",0.7875,202,188.9898072,4734,1.06821,NA
"750","Ruppia maritima",NA,186.13,0.73,41,NA,NA
"751","Ruscus aculeatus",NA,248,NA,NA,NA,NA
"752","Ruta graveolens",0.375,NA,NA,NA,1.9835,NA
"753","Sagina apetala",0.04,238.666666666667,0.321621621666667,4.66666666666667,0.0125278571428571,NA
"754","Sagina procumbens",0.13,217,0.425,8,0.0157037036666667,NA
"755","Sagittaria sagittifolia",0.42,106.134,354.65,6404.9,1.55783333333333,NA
"756","Salix alba",15.1666666666667,298.615,63.3575,782.125,0.12,NA
"757","Salix caprea",6,255.333333333333,NA,2046.325,0.0968,NA
"758","Salix cinerea",2.75,438.765,152.705,662.875,0.067,NA
"759","Salix purpurea",2.16666666666667,NA,NA,NA,0.09,NA
"760","Salsola kali",0.5125,86.74,6.835,62.5,5.8276,NA
"761","Salvia glutinosa",0.475,102.89,213.42,11482.75,4.682,NA
"762","Salvia officinalis",0.375,239.133333333333,53.898,916.833333333333,6.58,NA
"763","Salvia sclarea",NA,NA,NA,NA,2.4,NA
"764","Salvia verbenaca",0.425,NA,NA,NA,3.0244,NA
"765","Sambucus ebulus",0.85,173.85,978.51908015,18801.25,63.6874,NA
"766","Sambucus nigra",5.875,201,NA,1068.225,40.9057,NA
"767","Samolus valerandi",0.195,169.81,9.2025,191.75,0.0257714285714286,NA
"768","Sanicula europaea",0.275,198,70.91322567,2414,2.87321071428571,NA
"769","Santolina chamaecyparissus",NA,NA,NA,NA,0.316,NA
"770","Saponaria ocymoides",0.175,NA,NA,NA,2.0715,NA
"771","Saponaria officinalis",0.458333333333333,199.5,108.266890165,2165.5,1.51482807015789,NA
"772","Satureja montana",0.3,NA,NA,NA,NA,NA
"773","Saxifraga oppositifolia",0.14,NA,NA,NA,0.111777777777778,NA
"774","Saxifraga tridactylites",0.0483333333333333,117.88,2.12245614033333,38,0.01372,NA
"775","Scabiosa atropurpurea",0.5,197.254,66.76,946.75,0.84,NA
"776","Scabiosa columbaria",0.283333333333333,171.333333333333,244.462171073333,5293.33333333333,1.95181818181818,NA
"777","Scandix pecten-veneris",0.233333333333333,128.12,31.27,835.77,12.90062,NA
"778","Schoenus nigricans",0.3,383.546666666667,134.3575,749.166666666667,0.6411125,NA
"779","Scilla bifolia",0.15,78.61,53.45,2376.75,9.55,NA
"780","Scleranthus annuus",0.09,135.515,0.633333333333333,9.935,1.38269473684211,NA
"781","Sclerochloa dura",0.1,NA,NA,NA,NA,NA
"782","Scrophularia auriculata",0.366666666666667,137,743.865842466667,15875.6666666667,0.09892,NA
"783","Scrophularia canina",0.3,165.21,21.045,347.26,0.233333333333333,NA
"784","Scrophularia nodosa",0.583333333333333,182,313.5979769,8166,0.0952,NA
"785","Scutellaria galericulata",0.241666666666667,211.043333333333,16.106093345,640.416666666667,0.689433333285714,NA
"786","Scutellaria hastifolia",0.25,216.84,3.225,112,NA,NA
"787","Sedum album",0.095,49.96,1.63,23.5,0.02,NA
"788","Sedum cepaea",0.13,53.08,1.37,30.33,0.037,NA
"789","Sedum dasyphyllum",0.045,25.24,0.82,19.33,0.026,NA
"790","Sedum hispanicum",0.065,NA,NA,NA,0.0233333333333333,NA
"791","Sedum rupestre",0.178333333333333,72.58,3.16,35.335,0.0566666666666667,NA
"792","Sedum sexangulare",0.1575,108.18,0.5,6.19,0.01,NA
"793","Sedum villosum",0.0833333333333333,NA,NA,NA,0.025,NA
"794","Senecio inaequidens",0.6,184.28,11.66,281.375,0.278533333333333,NA
"795","Senecio sylvaticus",0.375,114,180.9838344,5336,0.241066666666667,NA
"796","Senecio vulgaris",0.2,84,17.58510305,513,0.269,NA
"797","Serratula tinctoria",0.5,190.693333333333,165.05529038,4699.35,2.72874,NA
"798","Setaria italica",0.785,206.32,235.805,5638.5,2.967,NA
"799","Setaria pumila",0.46,216.37,75.09,1890.75,1.76825,NA
"800","Setaria verticillata",0.45,NA,NA,NA,0.995,NA
"801","Setaria viridis",0.5125,274.61,40.7433333333333,1000.75,1.09228571428571,NA
"802","Sherardia arvensis",0.133333333333333,188.5,0.545879121,12.5,1.79741181818182,NA
"803","Sideritis montana",NA,NA,NA,NA,0.62,NA
"804","Sideritis romana",NA,NA,NA,NA,0.516,NA
"805","Silene colorata",NA,NA,NA,NA,0.45067,NA
"806","Silene conica",0.115,NA,NA,NA,0.32424,NA
"807","Silene dioica",0.5632,112,73.28121435,3533,0.7729775,NA
"808","Silene gallica",0.265,131.18,11.83,449,0.32874125,NA
"809","Silene italica",NA,NA,NA,NA,0.543466666666667,NA
"810","Silene latifolia",0.475,142.5,78.064886605,1762.5,0.964555555555556,NA
"811","Silene otites",0.291666666666667,227.305,21.195,170,0.210666666666667,NA
"812","Silene vulgaris",0.27,166,63.76327682,1179.5,0.939154074066667,NA
"813","Silybum marianum",0.85,NA,NA,NA,22.7512,NA
"814","Sinapis alba",0.385,141.095,84.21,2316,3.85288,NA
"815","Sinapis arvensis",0.383333333333333,109.666666666667,326.701141876667,9290.66666666667,2.34714761904762,NA
"816","Sisymbrium irio",0.225,NA,NA,NA,0.0937333333333333,NA
"817","Sisymbrium officinale",0.416666666666667,139,230.985814786667,6344.33333333333,0.270333333333333,NA
"818","Smilax aspera",NA,NA,NA,NA,38.23,NA
"819","Smyrnium olusatrum",0.75,155,172.7079101,6838,27.7377,NA
"820","Solanum americanum",NA,NA,NA,NA,0.588,NA
"821","Solanum dulcamara",0.866666666666667,170.561666666667,82.3569254,1903.25833333333,29.892110294125,NA
"822","Solanum triflorum",1,NA,NA,NA,NA,NA
"823","Soleirolia soleirolii",0.0875,243,0.452586207,15,NA,NA
"824","Solidago virgaurea",0.5,227,94.48678888,2302.5,0.6059,NA
"825","Sonchus arvensis",0.875,138.666666666667,549.532790933333,12192,0.79525,NA
"826","Sonchus asper",0.475,123.666666666667,216.369764033333,5417.33333333333,0.280333333363636,NA
"827","Sonchus oleraceus",1.075,118.5,341.1361911,10611.5,0.325,NA
"828","Sorbus domestica",11.5,NA,NA,NA,30.35,NA
"829","Sorghum bicolor",NA,NA,NA,NA,2.3756,NA
"830","Sparganium erectum",0.375,147.033333333333,918.5615297,13862,18.3422,NA
"831","Spartium junceum",NA,NA,NA,NA,12.38,NA
"832","Spergula arvensis",0.2,145,1.6935855265,11.5,0.346436363636364,NA
"833","Spergularia media",0.175,108.655,0.795,20.875,0.1,NA
"834","Spergularia rubra",0.106666666666667,135,0.82173913,14,0.0324090909090909,NA
"835","Spiranthes spiralis",0.035,NA,NA,NA,NA,NA
"836","Stachys arvensis",0.15,171,7.3076419215,217.5,0.7227,NA
"837","Stachys officinalis",0.308333333333333,243.258333333333,115.03666235,2281.375,1.35145,NA
"838","Stachys palustris",0.541666666666667,182,NA,937.72,1.19455,NA
"839","Stachys recta",0.325,210.805,25.265,740.5,1.708,NA
"840","Stellaria media",0.166666666666667,84,8.7462351015,488,0.3852,NA
"841","Stellaria neglecta",0.433333333333333,84,5.9302861625,416,0.847466666666667,NA
"842","Stipa bromoides",NA,NA,NA,NA,5.15,NA
"843","Suaeda maritima",0.16,84.2525,2.574,32.25,0.798933333333333,NA
"844","Symphytum bulbosum",0.375,NA,NA,NA,NA,NA
"845","Symphytum officinale",0.566666666666667,81.73,342.17,8816.25,8.3244,NA
"846","Symphytum orientale",0.7,124,312.491347,9296,NA,NA
"847","Symphytum tuberosum",0.258333333333333,115.37,84.29,2990.66666666667,6.2392857,NA
"848","Syringa vulgaris",6,327.285,275.31,2339.16666666667,5.38454545454545,NA
"849","Tanacetum corymbosum",0.675,200.425,61.1875,1093.88,0.51,NA
"850","Tanacetum parthenium",0.29,172,125.5838601,4563,0.109028571428571,NA
"851","Tanacetum vulgare",0.825,221,427.99081735,8376,0.293024,NA
"852","Taxodium distichum",40,NA,NA,NA,92.3,NA
"853","Taxus baccata",17.5,267.166666666667,NA,51.85,45.3264,NA
"854","Teucrium chamaedrys",0.14,305.71,7.59,134,1.22,NA
"855","Teucrium montanum",0.2,264.12,2.455,45,0.776,NA
"856","Teucrium scordium",0.25,162.91,5.555,202,0.52502,NA
"857","Teucrium scorodonia",0.25,378.5,87.47340247,939,0.875138461538462,NA
"858","Thalictrum aquilegiifolium",0.675,205.36,1340,44940,2,NA
"859","Thalictrum flavum",0.6,246,1133.827826,32542.5,1.40413,NA
"860","Thalictrum lucidum",0.675,NA,NA,NA,0.767,NA
"861","Thesium humifusum",0.0875,NA,NA,NA,2.934,NA
"862","Thymus pulegioides",0.181666666666667,NA,NA,NA,0.152106666625,NA
"863","Thymus vulgaris",0.25,331.8,NA,NA,0.25933333325,NA
"864","Tilia cordata",21.6666666666667,NA,NA,0,50.55,NA
"865","Tilia platyphyllos",30,206.195,160.91,6034.25,146.54,NA
"866","Tordylium maximum",0.7175,222.255,299.28,8778.25,2.8844,NA
"867","Torilis arvensis",0.55,196.49,38.025,984.5,2.298,NA
"868","Torilis japonica",0.441666666666667,280.666666666667,138.95686189,3936.66666666667,1.77816666666667,NA
"869","Torilis nodosa",0.3625,331.7,4.705,65.5,1.4888,NA
"870","Tragopogon dubius",0.425,198.33,12,321.5,8.244,NA
"871","Tragopogon porrifolius",0.57,155.17,46.39,1398.57,13.9911333333333,NA
"872","Tragopogon pratensis",0.35,188.5,82.326555245,1507.5,10.3430375,NA
"873","Tragus racemosus",0.165,NA,NA,NA,1.857,NA
"874","Trifolium angustifolium",0.11,282,NA,NA,1.28225,NA
"875","Trifolium arvense",0.146666666666667,296.07,11.9355379575,233,0.328710833333333,NA
"876","Trifolium campestre",0.2875,250.25,6.03144394166667,180.666666666667,0.331452142857143,NA
"877","Trifolium cherleri",NA,NA,NA,NA,1.34,NA
"878","Trifolium dubium",0.225,199.5,4.165833614,135.5,0.467240217391304,NA
"879","Trifolium fragiferum",0.1875,223.073333333333,7.165360825,192,2.11377,NA
"880","Trifolium glomeratum",0.1,NA,NA,NA,0.452,NA
"881","Trifolium hybridum",0.35,239.91,68.0123642057143,1675.95,1.01908333325,NA
"882","Trifolium incarnatum",0.358333333333333,186.63,67.3725,1841.625,2.8131,NA
"883","Trifolium medium",0.4,263,65.74024296,1437,2.1266,NA
"884","Trifolium micranthum",0.0516666666666667,199.51,0.8,23,0.3264,NA
"885","Trifolium pratense",0.283333333333333,223.3975,32.58394007,715.5,1.58055555555556,NA
"886","Trifolium repens",0.35,185.6875,11.75808095,682,0.5900266666,NA
"887","Trifolium resupinatum",0.14,168.665,7.76,277.62,0.681666666666667,NA
"888","Trifolium rubens",0.425,274.065,57.665,929.42,2.04,NA
"889","Trifolium scabrum",0.1575,NA,NA,NA,0.6078325,NA
"890","Trifolium squamosum",0.4,NA,NA,NA,NA,NA
"891","Trifolium stellatum",NA,NA,NA,NA,3.24419339366667,NA
"892","Trifolium subterraneum",0.0725,NA,NA,NA,5.484574,NA
"893","Trinia glauca",0.123333333333333,223.26,46.815,564.955,1.84010909090909,NA
"894","Triticum aestivum",1.1125,234.48,134.4,2845.5,43.3333333333333,NA
"895","Trollius europaeus",0.275,193,290.079134466667,5348.33333333333,0.891823076923077,NA
"896","Tuberaria guttata",0.133333333333333,NA,NA,NA,0.11,NA
"897","Tulipa sylvestris",0.3,NA,NA,NA,8.821,NA
"898","Tussilago farfara",0.185,139,2873.9272005,48997.5,0.225233333333333,NA
"899","Typha angustifolia",1.5,265.815,1539.6,9562,0.10285,NA
"900","Typha latifolia",1.5,198.816666666667,1569.79115446667,17522,0.0581076923076923,NA
"901","Ulex europaeus",0.933333333333333,301.9925,3.645,14.5,6.12,NA
"902","Ulmus glabra",33.3333333333333,254.07,114.6725,3395.23333333333,11.48855,NA
"903","Ulmus laevis",35,218.695,98.445,4532.25,8,NA
"904","Ulmus minor",30.25,246.405,64.7225,1734.255,9,NA
"905","Umbilicus rupestris",0.175,48,60.2,1744,0.0071,NA
"906","Urospermum dalechampii",NA,NA,NA,NA,1.11,NA
"907","Urtica dioica",0.875,212.5,101.221290945,3841.5,0.179769230769231,NA
"908","Urtica urens",0.266666666666667,214,21.70206379,456,0.5132,NA
"909","Vaccinium myrtillus",0.3135,331.833333333333,4.04454545454545,72.3027586206897,40.8073555555556,NA
"910","Valeriana officinalis",0.525,140,408.03994595,12333,0.942,NA
"911","Valerianella carinata",0.176666666666667,106.333333333333,5.533503827,185.666666666667,0.542,NA
"912","Valerianella eriocarpa",0.156666666666667,NA,NA,NA,0.67,NA
"913","Valerianella locusta",0.135,103,4.788672566,152,0.738755555555556,NA
"914","Vallisneria spiralis",NA,77,NA,1524.6,NA,NA
"915","Verbascum blattaria",0.725,NA,NA,NA,0.105,NA
"916","Verbascum densiflorum",1.1025,190.3675,827.66,15287.2925,0.099,NA
"917","Verbascum nigrum",0.691666666666667,164,1532.4,28632,0.11548,NA
"918","Verbascum phoeniceum",0.45,NA,NA,NA,0.118,NA
"919","Verbascum pulverulentum",0.725,174,1845.1,37095,0.16596,NA
"920","Verbascum sinuatum",NA,NA,NA,NA,0.15,NA
"921","Verbascum thapsus",0.783333333333333,213.666666666667,1595.28015066667,21628.3333333333,0.103033333333333,NA
"922","Verbena officinalis",0.36375,236.95,26.92,377.25,0.389,NA
"923","Veronica anagallis-aquatica",0.308333333333333,107.333333333333,65.39724673,2285,0.0420666666666667,NA
"924","Veronica arvensis",0.113333333333333,134.5375,4.1472318365,151.666666666667,0.118771428571429,NA
"925","Veronica beccabunga",0.333333333333333,136.666666666667,34.47380872,798.666666666667,0.425233333333333,NA
"926","Veronica catenata",0.28125,123.63,9.071927621,361.75,0.0321888888888889,NA
"927","Veronica chamaedrys",0.25,270.46,15.8084799233333,355.5,0.206428571428571,NA
"928","Veronica hederifolia",0.19,91.8875,10.29783229,261.75,4.1612,NA
"929","Veronica montana",0.258333333333333,272,19.99226158,458,0.4069628571,NA
"930","Veronica officinalis",0.12575,280,10.4751908395,54,0.122816666666667,NA
"931","Veronica peregrina",0.108333333333333,131.006666666667,1.60666666666667,45.3633333333333,0.0316,NA
"932","Veronica persica",0.2,120.333333333333,13.705448128,495.333333333333,0.565,NA
"933","Veronica polita",0.325,144.666666666667,3.45969468266667,108.333333333333,0.314133333333333,NA
"934","Veronica praecox",0.0866666666666667,NA,NA,NA,0.187,NA
"935","Veronica scutellata",0.166666666666667,215.875,2.965,74.625,0.473757142857143,NA
"936","Veronica serpyllifolia",0.141666666666667,175,8.018957346,188,0.0493466666666667,NA
"937","Viburnum lantana",3.5,234.895,211.68,3869.5,34.95424,NA
"938","Viburnum opulus",2.91666666666667,250.5,NA,2086.06666666667,145.176942857143,NA
"939","Viburnum tinus",NA,284,NA,1672.95,27.16,NA
"940","Vicia bithynica",0.375,NA,NA,NA,NA,NA
"941","Vicia cracca",0.883333333333333,223.055,29.260000955,971.5,16.0832363636364,NA
"942","Vicia ervilia",0.41,180.11,16.79,315.16,43.5186666666667,NA
"943","Vicia faba",0.75,114.95,326.85,9222,1390,NA
"944","Vicia hirsuta",0.275,240.333333333333,10.51095912,305.333333333333,5.99044,NA
"945","Vicia lutea",0.275,NA,NA,NA,48.0227,NA
"946","Vicia sativa",0.55,217.5,56.185459305,1286,31.0473333333333,NA
"947","Vicia sepium",0.466666666666667,186,24.55676856,1242,22.7702,NA
"948","Vinca major",0.2,238,198.4444733,2607,NA,NA
"949","Vinca minor",0.5875,195,21.85865895,565,6.13,NA
"950","Vincetoxicum hirundinaria",0.75,159.415,28.2075,1513.5,7.42333333333333,NA
"951","Viola alba",0.075,262,NA,NA,1.245,NA
"952","Viola arvensis",0.191666666666667,167.5,23.09604869,546.5,0.468,NA
"953","Viola canina",0.1,245,12.71737374,238,1.08548,NA
"954","Viola hirta",0.075,236.5,169.82454575,3436,3.09404,NA
"955","Viola odorata",0.2375,220,86.57567665,1975.5,2.25653333333333,NA
"956","Viola reichenbachiana",0.12,225.695,17.52,488,2.0248,NA
"957","Viola riviniana",0.135,296,28.96341463,532,1.20026666666667,NA
"958","Viola suavis",0.13,NA,NA,NA,NA,NA
"959","Viola tricolor",0.25,168.533333333333,14.70291069,440.5,0.793276923076923,NA
"960","Vitis vinifera",10,159.8,414.2375,14390.125,18,NA
"961","Vulpia bromoides",0.045,262.333333333333,3.08097386133333,40.6666666666667,0.456066666666667,NA
"962","Vulpia ciliata",NA,NA,0.00079,28,0.2675,NA
"963","Vulpia fasciculata",NA,NA,NA,NA,3.0584,NA
"964","Vulpia geniculata",NA,NA,NA,NA,0.22,NA
"965","Vulpia muralis",NA,NA,NA,NA,0.098125,NA
"966","Vulpia myuros",0.2,272,3.6389671365,40,0.416766666642857,NA
"967","Wisteria sinensis",20,NA,NA,NA,NA,NA
"968","Xanthium orientale",0.64,213.83,870.85,11069,NA,NA
"969","Xanthium spinosum",0.65,NA,NA,NA,200,NA
"970","Xanthium strumarium",0.53,199.406666666667,110.8725,4758.83566666667,NA,NA
"971","Zea mays",2,195.22,1366.6,32702.75,104.72,NA
